Emotion,Text
fear,constant growth...no reason to that or say #nonono to that
joy,The people on my corridor accumulate into one room and keep me awake 
joy,Writing Christmas cards. 
joy,cant wait to be done with school until after thanksgiving. one day and 4 tests... 
joy,Have u decided on he's prezzie? RT @Bonang_M: My honey's birthday in 5 days... ♥ 
fear,"I stayed alone in the dark at night in the mountain, waiting for my uncle.  I remember that I took a big stone and it calmed me."
joy,My friend came to see me after she had stayed abroad. I waited at the station.
anger,I had planned to study for my mid-term exams on a certain day and  my room-mate called me to ask me to go out for a stroll.  I tried to make an excuse so as not to go out but she refused to listen to me and insisted that I go out with her.  I find it unnecessary  to talk to her anymore. 
anger,"Stop running around in front of the TV , will you ? Why don ’ t you just sit and watch ? "
sadness,"got on twitter, saw it was snowing. got outside yea, it's pouring down rain. "
joy,this lack of sleep is slowly starting to effect me. sooo tired and feelin like shit today and I have the joys of work to come 
joy,"Have a five page paper, and a nine page paper to write for one class "
neutral, No problem . 
surprise,"@vonTips ik weet het een en ander van stofwisseling, maar die kilo is er volgende week weer uit... Ga je dat dan inpakken? "
disgust,"Dear Freshman, Making out in the halls is not cute... That's for our of school. "
joy,Amen! &quot;@RunningQuotes: Do the work. Do the analysis. But feel your run. Feel your race. Feel the that is #running.~Kara Goucher&quot;
surprise,moms mad at me = gotta decorate the christmas tree before she gets home to get on her good side  
shame,"Work in pairs , just round the table , do n't be embarrassed with , John , Clare , Phil and Ed . "
anger,"Lissa gazed up at him , at his vexed expression , and tried to quell the smile that pulled at her lips . "
anger,"@JBeasy_13 and if they would've made a bigger deal about it last season, ku would still have morris twins and selby. #shfuck"
surprise,It's a good day when @nicap18 shows up at your door!!! 
sadness,Sven Hjerson 's lugubrious face lit up in a brief smile . 
joy,"Sammy stuck his nose in the air , delighted at such attention . "
surprise,Just found a cream egg hiding in my fridge. 
joy,Don't want to drive all the way to school and back tomorrow and my moms not working tomorrow   to school.. 
sadness,Tom's changed his Twitter username. TOM!!!!!!!!!!!!!!!!! DON'T LEAVE ME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
joy,"all I care bout is money , fuck you bitches y'all ain't notting ! "
fear,Privy Council email warns me desperate ppl leave baby seats on Hwy and throw egg at cars so they can carjack  #crimebill
anger,You jus wanna argue i aint got the time.... Dont take the out on me &#xA;#PunkAss
sadness,"For the owner , it can mean heartbreak at the loss of a family pet . "
surprise,"I don't know if this is a final, but I am taking a test today. I should start paying a little more attention."
joy,football training is going to be wet 
anger,"I dare say a few prize juries might be peeved at having their judgment queried , too . "
joy,Earliest I've gone to sleep this week 
sadness,They suffered the heartbreak of losing three children through premature births . 
neutral, Have they set a date for the wedding ? 
disgust,"My aunty is such a cougar, she was hitting on the teenage boy singing in Miss south pacific..argh "
fear,FACTOR KUMMIN BACK ONN ICANT WAIT
anger,She had been furious when she saw my mask was wet . 
sadness,@smehlee muhh... *gives up* takde ke gentlemen yang suave suave around that I can plus-onekan... #weddingplusones
sadness,I can't talk to you while you drive #youarenotamulti-tasker @DanielElliott17
surprise,My moms gonna get nice wake up call tomorrow. Her stereos turned all the way up 
fear,Whatever you fear most has no power.. it is your fear that has the power.& Winfrey&  
fear,English papers are due on Friday. They are returned on Tuesday. This Tuesday I was afraid to go to class and get my paper because I knew it was bad.
sadness,When I got separated from the man I loved so much.
sadness,"Ooooooh shit, just found thingsaboutgirlfriends tumblr! Lets get ready to be sad!!  #pityparty"
joy,Closed house last night for work after a UFC fight now opening  work for a kids Christmas party  and I'm his elf tonight 
joy,@TheAllieSigrist @sethswaggerty    idk why but this is the fourth time and I've started it gain lol. 
joy,follows a pure thought like a shadow that never leaves-The Buddha
anger,"I have serious issues. For instance, my paying for a service that you don't provide = hell raining down on you."
joy,A day working from home /  waiting for plumber and wickes order to turn up 
joy,Or both? His name doesn't have to be Joe; it can be something else. Add a Christmas tree and a sweater to that list :)  #peace ...
anger,"RT@hartramsey If u want ppl 2 hear what you're saying adjust ur attitude, tone,&amp; volume.Harsh words produce closed hearts &amp; cold wars."
anger,His parents were furious over the engagement business . 
joy, Why not ? 
anger,@michaelhortin it beggars belief that he couldn't grind out 2 draws. When you think we we're ahead in the Oxford game 
joy,&quot;you are the light that's leading me to the place where I find peace again&quot; 
fear,"Not afraid of tomorrow, for I have seen yesterday and I love today #less"
joy,wow I tweeted a lot within this last hour about this  premiere... guess I have to go back to my essay now 
neutral, Like what ? 
anger, Easy ? Ha ! ! It was easy for them to cheat you ! ! 
surprise,""" No , "" I said , trying to sound convincing but daunted by the simple bewilderment in his face . "
fear,False Evidence Appearing Real something I won't let conquer me
neutral, I will . 
joy,"Hello , Steven . Congratulations ! "
disgust,y do females let ex's run them into a lonely ass whole while he still out doin home...i dnt kno if i shud smh at him or her 
surprise,Wow @Fckn_Dayvid showed up to homeroom today and he's being a total douchebag #surprise
fear,"When I took blood from a patient for alcohol estimation and urine for some other examination, he told me that something bad would happen to me as he would play magic on me."
fear,"from the  evolution.  The efforts to Strategically Incapacitate the 99% have tripped the switch, blown the breakers-- -&gt; of the 1%"
joy,"@leksis009 I feel alright with it, I overthink transcription too much.. I'm glad that's over &amp; done with though. Up next: Lang. Sci "
joy,"The three of them started walking , followed by the excited crowd . "
joy,Awaking at 8am tmrw. Guess it's time for my bed... #gn
fear,Although I experienced that horrible robbery last Tuesday night...I will not live in ! I will overcome this eventually.
fear,"there's always the one avid photographer at parties, determined not to be in the shots "
sadness,Nah.. Just concerned RT @YummBubble: U hating &quot;@YNAHMEAN_KNW: Solis and her IMAGINARY FATTY... (PREMO VOICE)&quot;
joy,"@Brookstone Its clear u r ahead of the game w/ personal massagers, but u haven't experienced the check out our sleek + stylish new line"
joy,Hot fudge sundae and ice cream cookie sandwich flavored poptarts..... 
joy, has been poured.  music is playing in the background. Tree trimming begins.    #blessings
surprise,Legit my hair and makeup is cute lol since I just wokeup
surprise,lool awkward moment when you show up late to a surprise anniversary party... 
sadness,When I was told that my friend's wife had cancer.
anger, How dare you question my statement ! 
sadness,@T_Green02 so much stuff that I have no clue about. I thought bestows were supposed to tell each other everything 
surprise,"last night, with the power of fb chat, i sincerely told over 15 people happy birthday except it wasn't their birthday #drunkass"
surprise,&quot;The few. The proud. The Marines.&quot; Internet radio can be diversified ...  #236thbirthdayofthemarinecorps
fear,i know ima get sick on that plane tomorrow 
joy,@thepioneerwoman we're making your mulled apple cider at this very moment! using the Champion juicer. we made a vewwwy big mess. 
surprise,just heard through the grapevine that current-era Huey Lewis &amp; The News totally sucks monkey balls. 
surprise,Hannibal for the night for @patdaddy32s birthday!!! 
fear,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”"
sadness,Ever since I got this job I haven't on twitter I feel like I'm Misses Sooo Much Stuff I miss my Followers 
surprise,Getting ready to hop on a plane 
sadness,When my grandmother died. I had a very deep relation to her (I lived with her for several years).
joy,"@Daviemartin Nope, no winning here, seems the theme of my life, lol!! Loser - 3rd time  running :o))"
joy,"But, I'm really excited about the changes in Spain. (: I can't wait to go see the country of my dreams!! #elections #lacrisis"
surprise,AWWWW @evantheross your speech was amazing. GO and makes us PROUD! #LDOC
sadness," I ’ d love to , but you know I ’ Ve got another appointment . I ’ m really sorry . "
fear,21.12.11 .. And they All Askin Bout the Symbolism thou
fear,In a flat in Sydney - rough area at home on my own - the flat had been burgled the night before and no way of locking the door.
anger,So yesterday I find out Prom lands on TOC weekend. Today I find out WTP Nationals is on weekend of State Championship.  
joy,"I won the first prize at the science fair, the first of the kind at school and I was only in form II then.  "
anger,"I came across a girl at the school bus-stop, I had seen her several friends as she was a friend's friend.  However my friend had never introduced me to her and when she got off the bus I smiled at her but she did not respond pretending not to have seen me.  Her arrogant behaviour made me sick and angry."
sadness,university of Arkansas tight end Garret Uekman died today at the age of 19. my prayers and condolences to them.  
surprise,"Lomponda wa Botende , a former Chief of Staff , expressed his astonishment at the report , and the Defence Ministry denied that any coup attempt had been made . "
surprise,That awkward moment when you spit and unexpectedly see blood. #IdontHaveInsurance
neutral," sometimes it is . But after working for a few weeks , it ’ s easy to figure out . "
anger,It was such an odd thing to see. So much and thankfully no deaths. What a crazy afternoon it turned out to be!
joy,its beginning to look a lot like Christmas! 
surprise,@terrinakamura haha np! that was my first time seeing who was talking about my box bag on twitter~ 
fear,"Last time I was at the dentist, I cried in the waiting room until my turn came. "
joy,"@_LiiTeBriiTe Just Wonderful, How Has Your Little Bundle Of Been (Baby)"
neutral, Thank you . 
joy,I love being able to work here @cottonwoodkidz in the  room...
joy,"All I've ever wanted to do, is to write a description, explanation and analysis of XLR, 1/4&quot;Jack &amp; SpeakON cables. "
joy,The day I got a telegram telling me that I had been selected for a B.A at university.  I felt happy because I had not expected to be selected.
joy,publix charged me twice for the apples I got...second time this has happened. going to get my money back &amp; run other errands 
joy,2 hour car ride 
joy,"This time , the Prince 's amusement was obvious . "
joy,Would much rather sleep till 530 than work until 530  
fear,"There is danger in traditional paper media calling electronic media (youtube, blogger, etc.)"
joy,I had met someone and we became good friends. Our relationship grew closer and now he is my boyfriend. I felt joy when I found out how he felt about me.
fear,When I go out alone at night.
anger,"A drunken friend of mine was beating up another friend, who was also drunk."
joy,@daniellewalkerx My younger bro birthday party later #not ! xx
surprise,C'est bien  la première fois que je dois repousser la limite de temps d’exécution d'un script PHP ... #comingsoon #minecraft
disgust,when you walk past someone and taste the bo. 
joy,This week I was phoned by an old friend with whom I lost contact a few years ago.
anger, I really have no idea . All I know is that the thought of him really curls my hair ! 
joy,"Every one keeps saying how their brains are fried from studying, yeah i havent started.. gonna be a longggggg night "
surprise,Tony just said the Super Bowl is better than the rockettes in the Macy's day parade...  
surprise,The first place I drive to the studio 
joy,Feeling bout GRrrrEAT 2day.  by having the of the #LORD in my heart. #Get2KnowHim #Jesus #relationshipiskey
anger, I have been looking forward to this performance all month . 
anger,It would be so cool if I could go to sleep before 4am every damn night of my life. @jamiwearsvans The 3 A's: #anxiety #apathy
disgust,"Lol that nasty bitch reminds me of Bobby's ex girlfriend , hoodrat "
fear,"Together with a little brother I biked on a lonely road in the Polder. Then we were annoyed by a boy on a motorbike: he took over, stopped, took over, etc. Then we saw he had something in his hand, we turned until we came across a man, who accompanied us."
joy,"ugh, i just wish that things weren't so stupid and complicated. "
sadness,When I heard my sister got in a bad car accident.
fear,Whenever I talk to you..... I always feel so comfortable yet I feel that force that tells me not to get to close..... #confused
fear,"I trust not even the closest, of betrayal! I can finally see why now!"
joy,Ugh About That Time To Go To Work. 
sadness, But she did and made me disappointed . 
anger,"Gina glared across the table at him , uncomfortably aware that he was the source of her unreasonable impatience , and resentful of the effect his presence was having on her . "
sadness,I cant see an Alvin and the Chipmunks commercial without missing my best friend. 
surprise,teen mom 2 last night was disspointing. same bs w/ jenelle... 
joy,Agnes watched with amusement as his interest quickened or faded with each phrase . 
sadness,I'd like to take this moment to grieve over the fact that my husband is in Demi Lovato's bedroom and not mine. 
joy,Thanks to @TwstdForkBistro for being a long-time supporter and doing an amazing job on @BrunchWBenefits on Sunday!  
anger,I refuse to go to sleep w/  or in my heart. THAT is #ego not higher #spiritual consciousness. #LOVE is what we need!
sadness,Grease burns hurt like a mother 
anger, I ’ m definitely taking them to court . 
joy,When you find out  slept with another  and its funny bc they both don't think you know the other one.... 
anger,I once caught a letter in my girlfriend's handbag from a certain man. I felt anger.
sadness,"I will edit the Gardener. I will, I swear.    "
anger,People hunting animals.
joy,"@MissKt111 noooo, think we can safely say its over and out till tomorrow "
anger,In tears with !!!! Why the fuck do i let this shit get to me??!!!??!!!
sadness,depressed that i missing the AMAs :( stop tweeting @kingsleyyy you're making things worse with your necessary commentary 
surprise,"@InaShahinaj lmk your plans for black friday, I am thinking of actually going out to shop this year hehe"
anger, The tapping of your pen on your desk . It ’ s driving me crazy . 
joy, I can't believe they would play so good . 
fear," said he wants to live in u, but  he saw fear in your house occupying your space and u wouldn't invite him in ro get rid of "
anger,When I saw that my bed at the hostel was a mess I guessed that someone else had used my daily necessities.  I felt that my  personal sanity had been affected.
sadness,Fry said his farewells to the players who regarded him as a father figure before heading for home in Bedford a devastated man . 
anger,I spend 1.5 hours in traffic to end up in a place I hate where I get bored to death. 
anger,My mother and my sister carried on picking at me all day long for no reason at all and I ended up getting angry.
fear,"Daisy leaned forward , at once horrified and fascinated . "
joy,@carly198 Currently I'm freezing cold and my nose has started running.... I'm assuming I've got the hot sweats to come later 
joy,Half a day today 
neutral, All right . 
disgust,&quot;The awkward moment when you have a little crush on Mr. Biss&quot; #hes60......
joy,"Of all the journalists who made the pilgrimage to Dovercourt , the team from the BBC caused the greatest excitement . "
anger,"No , she 's not vexed . "
joy,Christmas parade today.  
surprise,Taking my sister out for her birthday!   (:
fear,I ate a burrito the size of my arm earlier and now i am weathering the calm before the storm 
disgust,When you see a fresh loogie out on the pavement on your way to class 
anger,Apparently @OwenJones84 is coming to speak to my university tomorrow. I was not aware of this and am busy. 
neutral, Hello ? 
surprise,"Straks het verband eraf halen, ben benieuwd of de tattoo het overleefd heeft... En hoe het eruit ziet... Kan ook w88 tot 5dec "
joy,In summer when I was sailing with friends in Greece I felt joy.
surprise,Lookin for a good bookclub on Goodreads...I may have to start my own.  Completely varied.  Never know what we'll b reading next 
anger,Who decided to shut down the National Center for Education Statistics for maintenance TODAY when I'm writing my tuition story!!! 
surprise,"Aww momma couldn't wait till xmas to give me my gifts, she left them with a note on my bed "
surprise,face...aw av U̶̲̥̅̊ bin??? U̶̲̥̅̊ change ur handle baa&quot;@LouhlahSteez: @IAM_shasha_ACE hey sweerie...wats up&quot;
surprise,"Toch nog maar even me bed in nog niet helemaal fit, zaterdag hopelijk weer helemaal de oude!  #Breda"
joy,"There's nothing more I hate then the year 10 year group, spending an afternoon with them "
joy,@housegirlfriend Yes. And one day I will wrap a brick in that t shirt and swing it at some problematic people's faces. x #huzzah
neutral," Perhaps you can try the three minutes date , the latest type . "
fear,"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;"
joy,&quot;Great is THY faithfulness...great is ThY faithfulness...&quot; :D 
neutral, The other class is on Monday and Wednesday from 10 am - 12 . 
joy, I am also impressed with the lines in the movie . 
fear,She nearly gasped with dismay at the shock that shivered down into her tummy . 
surprise,urban meyer accepts ohio state job. wonder if he knows yet? 
sadness,"Estrangement from my best woman friend.  We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me."
joy,'A day without laughter is a day wasted' to quote Charlie Chaplin. This weekend has made me see that. Intend to keep this up #laughter
sadness,Tennyson discloses that the setting of Mariana is in Shakespeare 's Measure for Measure where the dejected Mariana resides alone in a moated grange . 
joy,"Elizabeth cast one happy glance at the dawning delight on the other two faces , and continued with the joyful work . "
disgust,He's on Nancy Grace while the city is looking for his daughter 
sadness,When my basket ball team lost the qualification at a final.
fear,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”"
sadness,Can't fall back asleep 
disgust,- whattttt!!! Uou crazy! RT @SoloDolo254: “@omgitstphat: These white castle sliders tho&gt;&gt;&gt;” -_- 
joy,got back from palatka in just enough time to get in my car and go to class...
joy,Couldn't even stay at school... going back for practice in two hours though. 
surprise,Trophy unlocked: Finish the  in time.&#xA;&#xA;Wahoe! Helemaal klaar met de surprise en het gedicht. Was weer leuk. 8D #trots
joy, Good luck . I'm sure you will do a good job . 
joy,What should I be thankful for? Only answer is Christ cuz he has given me everything  
sadness,Listening and watching a tape of someone with AIDS being prejudiced against at a counselling course on AIDS with 20 others.
fear,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”"
neutral,Hello . 
neutral, Is he ok ? 
fear,The priest became agitated . 
anger,A girl I was with went off with another guy.
fear,"Ain't gonna lie, much more excited to see @KennyKingpinAnX at then Super Dragon... even if they're the same person."
neutral, About what ? 
fear,"When I was 20 years old, I fell severely ill and was bed-ridden for 6 months.  I felt very scared for my health and my studies."
fear,"` I 'm gratified to find you so concerned for my welfare , Li Yuan . "
joy,If only my brain came with an on/off switch. At this point I'll be up all night. 
anger,is momentary madness. -Horace #iFollowback
sadness,I wasn't good enough for 24hr fitness.. thought they were going to call me at least.. not send me a meaningless rejection email! 
fear,Successive state elections have seen the governing parties pummelled by a dismayed electorate . 
joy,"library, finals, work..that is what my upcoming week will consist of. "
surprise,Or a lot of other actors for that matter. I'm just having a Chris Evans situation atm. 
surprise,@ctblovesbieber can't wait to have dinner! Ps we will actually be on time today :))
anger, Don't brother me ! 
sadness,i can't watch KKTNY cause i don't have cable ): 
fear,When my friend was involved in a car accident.
sadness,"If , as she suspected , Elizabeth was miserable because of that dreary village sawbones , then it was dishonest and unlikeable of her to pretend that it was because of her sister-in-law . "
joy, I did a B . A . in economics . Remember ? 
anger,After having quarelled with a relative of mine about politics.
sadness,needs to stop getting distracted by Hallmark Movies #ineedalife
surprise,@ItsBrittneyDuh I decided I should listen to Adub if I'll be seeing them live... turns out picky me actually likes them! lol 
sadness,When a friend left me and went back home for good.
joy,He was exhilarated when he heard Ornette Coleman improvising free jazz with his plastic saxophone at a club .
joy,The pretty young undergraduate felt elated . 
sadness,Dat Awkward Moment Wen Ur Wit 4 Of Ur Friends At Da Movies &amp; Wen Da Movie Cums On All Dem Start Making Out. And Ur Left Out. :(
anger,WTFH IS THIS SHIZ? I WILL KILL EVERYBODY. I DO NOT REMEMBER THIS. BLOODY HELL. #HATE #MURDER #KILL
sadness,When I learnt that I had been betrayed by my friend.
neutral,Look out ! 
disgust,I'm hungry! &amp; the hotel tried to feed me nasty sausages this morning.. 
joy,"Mock Week, next week. :( ...At least I have Wednesday off!"
joy,Naturally when I got myself discharged this was my second birthday.
sadness,"I wish I could sing like a Disney princess. Belle, Ariel, Cinderella - they had PIPES! "
fear,Ahaha!! I don't talk TOO much just Dominate!!  @MrFranklin101: WE READY!! @OctaviusJRum @michielthomas : the Capricorn @Jamizzi  quiet 
joy," That's good to know . Oh , listen ! The band's playing our song . "
anger, It makes me sick . 
joy,Marketing project down. Now let's get started on this Psych Final Essay. 
fear,Sometimes in life u just have to DO IT. holds people back from doing so many things!
surprise,Finally finished that laundey! I forgot i had some of these clothes i just hung up! 
fear,"“@GE_LovingHer: When fear knocks on your door, answer with faith! VS #Faith”"
anger," Come home late one more time , and you'll find your stuff outside . "
anger,"Topaz was indignant , some of her fear dissipating . "
joy,About an hour away from @MilLionTracks Had to stop at casey and grab that french vanilla cappachino ! #backontheroad
joy,"` I 'm so happy you could make it , my favourite jockey . "" "
joy,Thank you walgreens for fucking up my passport photo and making me look like an alien 
sadness,WHAT THE FUCKING FUCK SERIOUSLY???????? How do I ALWAYS miss when Pierce the Veil comes here??!?!?! 
fear,"bulls need to complete signandtrade for crawford, sign bulter.. the rest of the league can sit back and pull the covers up their chins "
anger," is short, live it.  is rare, grab it. is bad, dump it. #Fear is awful, face it. #Memories are sweet, cherish them."
joy,The of winning a battle btw a person and a #temtation is so good that had to make a tost of drink by that i mean #Coca cola
sadness,"Happiness is a reward, not a reaction.  #wisdom"
anger,Despite a flaring anger at this impertinence her eyes were drawn to the strong column of his throat as he swallowed . 
neutral, Exactly . 
joy,"Hold on to your - no matter what. Not only that, share it with others! #helpusLord"
sadness,"@HannahMckown I'm reading my note from you from falls creek that one year, and decided to inform you that I miss your face!  D: "
sadness,"I really don't want to go back to MD, the city is a million times better. "
joy,"Still up. Never learn, although I'm trying to learn. Page replacement algorithms. "
joy,&quot;@frenchielaboozi: does replying to celebrities with a snarky comment fill a hole in your soul?&lt; damn straight it do.  
fear,Why does every single thing have to terrify me more than it should. #gonnagetkilled
joy,I'm so excited for  starting gift shopping early! 
joy,"The way this particular girl spoke, behaved, and reacted the first time I was introduced to her, I felt certain that something between us would materialize."
sadness,Sad she won't be there this year grabbing &amp; sharing all the delicious deserts with me while I'm in the DJ booth. #bummer
surprise,@lauren_831 one of @TheDylanHolland goodies came in the mail yesterday! I wonder if he can guess what it is? :)
sadness,GREAT my girlfriends mic AND keyboard on her pos phone broke. Right before I have to work. 
joy,Passing a very difficult examination which I didn't expect - MCE.
sadness,@Mairead_Cahill umm Ms Cahill... Do you think I could get a follow back please!  :'(
joy,"Bit over all the blood testing, starting to resemble a human pin cushion. "
sadness,where the Man United fans at tho lol lol feel for Man City tho
fear,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”"
sadness," Yes , I'm serious . I'm really sorry about missing your concert . "
anger,"Indonesian officials were somewhat miffed Friday when the mayor of Hanover , Herbert Schmalstieg , took the occasion of welcoming Suharto to lecture him about human rights violations in Indonesia ."
fear,-Off Top Wisdom 101- We   Of What Will Happen If You Do.. Rather Of What Will Happen If You Don't.
sadness,"I do not want to be awake, moving, or cold. And right now i am all of them "
sadness, He asked me to beef up in the work . 
joy,Now for a shitty bus journey consisting of a strangers arse in my face. 
neutral, Totally not . Perhaps it's about our marriage . 
joy,@RaviPrashar is leaving his  behind and gettin a trim just in time for my birthday 
neutral, Where ? 
neutral, OK . Dad ! I'm coming . 
anger,i feel like one day soon ima get to release 17 years worth of pure ...like ima just tell somebody completely off &amp;walk the heck away.
joy,Today is gonna be a rough day. 
joy, It's very nice . 
joy,"Her elation took her into her clothes , back to the kitchen to leave Phoebe a scrawled memo , and out of the front door . "
anger,lol RT @ChiquitaAnnShow: Hell no!! :-) RT @ClutchPorter: I'm completely ok w/my decisions of indecision (does.that.even.make.sense.)
surprise,Come home to find a spider in my room 
sadness,"One unnamed area was criticised after it appeared to have industrial dereliction and sad , downcast people . "
anger,"5 people have been taking their on me today, am I #punchingbag?? ☹"
anger,"We jus go through the motions, then emotions go in motion with then we're both pissed and say shit thats not meant to be said #Upset"
neutral, Yeah ? 
anger," No , you must stay ! I swear it , and the oath shall be kept . "
joy,Hope you had a wonderful Thanksgiving!!!    
sadness,@LaurenDTilley your words hurt like a water bottle being thrown at me 
sadness,Praying for a family that is very near and dear to my heart! Their little baby was just born 3 months premature. 
sadness," Oh , I ’ m sorry to hear that . I think you ’ d better talk to the police officer walking there . "
fear,in thy call you Sister in #Peace thy hate U
sadness,Amazing grace is the worst song. Why is it sung at every funeral I go to? Every time I hear it I cry. My body is still shaking. 
disgust,Omg eew.dont ever be fat.not cute.&amp; post a twitpic of u in a bra &amp; a granny thong that doesnt even match!Ughh what guy likes that? 
joy,Helping in the nursery school.
disgust,That corny shit played out b. You done killed that shit 6 moons ago. 
joy,"At the beginning of the O-level summer term I weighed eight stone three pounds and , if I was pleased at having lost two pounds , I certainly didn't say so . "
sadness,is slowly slipping back into depression :( 
fear,"is the best movie of the 90s, forest gump doesnt get rated its so good and titanic is in a distantttttt second"
joy,"Dear tots and especially @CharlieHerapath... my hair is no longer uneven, :P"
fear,  nabbed in  Sounds like our ruling elite are going back to their  bread and butter: and more fear #ows
neutral, So ? 
anger,Fuck this bs wait. Now I'm pissed off. 
joy,"for the very first time, i finally understand the math "
joy,Sir : I am writing to say how delighted I am with your magazine ! 
anger,Despite a flaring anger at this impertinence her eyes were drawn to the strong column of his throat as he swallowed . 
joy," In a perfect world , I would enjoy my work if I do not have to do much , and make lots of money ! "
anger,WHY DO I NEED TO WAIT TO CHRISTMAS TO READ THE BOOKS I ORDERED MONTHS AGO AND HAVE BEEN WAITING FOREVER FOR?  #CONFUSION
surprise,I got to rock out the drums after I wiped the eye boogers from my sleepy eyes. Plus we learned a new cover! @SciFiCaper
anger,In a situation whereby a friend's actions were deliberately against my wishes and (with) no regard to my feelings.
joy,I love wrapping christmas presents! 
sadness,Not being accepted by classmates in university.
neutral, Thank you . 
neutral,"Do you speak only English in the class , or does your teacher explain everything to you in Spanish ? "
fear,I was afraid when my boyfriend came home because my parents disapproved him of his coming home. I thought they would chase me out of the house.
anger," yes , they were horrible . We had to wear green every day ! "
sadness, You know our boss always trying to save the last penny . We have to use up the equipment first . 
joy,@Minza11 you alright Matt. Had a good day ?. Mines just started what a 
joy,Let´s make  about celebrating #Love and #Peace inside each and everyone of us. And keep the flame burning all year long!
sadness,"The grand old man of the Scottish mountains , author and TV star Tom Weir , said he was sad about the plan . "
sadness,My cat was sick and I had to take him to the vet to be put down - no one else there to do it.
joy,"OMG for the first time in like weeks, the neighbors across the street arent hanging out outside being loud ass cuntbags :D "
joy,My week is complete now I have had my dose of Rev. 
fear,Henry Ford: &quot;That thinking first of  brings on of failure and this fear blocks every avenue of business&quot; #lean RT @donsweigart
joy,Has a feeling school is going to stress me out these next 2 weeks.. #hurrychristmas
surprise,"@shirleylolaaaa Echt klaar met surprise? Het beste nieuws van deze week, ik slaap vanacht dan weer gewoon thuis! :-) #geenstress"
surprise,Breaking dawn was actually so good 
neutral, Medicine . 
fear,Before the exam.
joy,I give up. I'm failing my chapter six chemistry test tomorrow. 
fear,"Walking at friday night through Nijmegen, going to a pub or a disco."
surprise,David guetta funniest white man I've ever seen 
joy,.. Though I'm sure my mother has found something productive for me to do whilst she's out 
sadness,@squirrelz09 haha thats so bad... We're supposed to be best friends :( 
joy,Field trip to the waste water treatment plant 
joy,I feel like I'm losing my voice. 
fear, Do n't look so horrified ! 
sadness,My elder sister scolded me in front of my younger sisters and cousins.  She said that I was very lazy and I felt so sad that I cried myself to sleep.
sadness,I've just been a little depressed lately . 
joy,nearly finished all my christmas shopping :D  feels gooooood :D  Now to finish wrapping them all...  
surprise,@OZMO_X do u know hσω funny it is as I check my time line n the word Penis is there? 
sadness,It was only once that I really felt sad: at my grandfather's funeral (after a long time of suffering he had died of cancer).
neutral," They ’ re fine , but I can ’ t watch a movie without popcorn . "
joy,Overnight with @AmaruSadiq. Had fun wandering aimlessly all around KL ☺
sadness,"@AlexConstancio7 alexxxx is soocute. I REALLY WISH he would tweet back, it would make my life&lt;3 but it prob won't happen..."
sadness,@come_WHIT_it All I could hear after reading that were the sounds of those &quot;gobblers&quot; I've heard on occasion lmao 
joy,What joy will you offer to the world today?  #answerthis
anger,Finding an excuse is obviously down your alley . And trying to avoid taking care of the children is what you are good at . 
surprise,About to leave bailey flowers on her step 
sadness," Yeah but , he is always in a really foul mood . I try to find out what ’ s bothering him or get him to talk about his day but , he always shuts down and brushes me off . "
surprise,Ahhhh  is my favorite Christmas song... and @justinbieber and USHER makeee it all million times better  
joy," No problem , man . "
anger, Shut up ! 
sadness,Pain is my happiness..darkness is my light... I'm one big void of nothingness...
joy,Its perfect time for long beach walk love slight cooling wind and the best view of iconic Table Mountain when the sun sets 
sadness,I 'm very depressed and have tried to commit suicide several times . 
anger,Someone told me earlier brody jenner is too good for the Kardashians...
joy,Those who look to Him are radiant;& faces are never covered with shame. -Psalm 34:5 
anger,As for disgust.
fear,World War IV @AdrianGM31 You're leading it LULZ #filcans #tkbk
joy,Cab duty tonight. Claire's xmas do with her department. 
sadness,"Three hours, script edits and a giant Art Department email later and I STILL haven't touched my essay today. Or worked out. #sobusy"
fear,I  up at the end of a      out the  in me& hear your  start  in 
neutral," I am not sure about the name of the film , but I know it's a romantic one . "
joy,Work was busy even though we had absolutely no sale and I just woke up from a four hour nap and I get to do it alllll again tomorrow! 
fear,"look, if we can't make the occasional crass sexual joke about serious protests, the terrorists have already won. "
sadness,@takeiteasybam Not that you've actually sent me a text message in like a hundred years 
surprise,lmfao meno was kicking rio tryna make him cry so i went out there n punched him dead in his stomach. #dontfuckwitpapa
fear,@kjtob11 I don't understand! what was gonna end me?! 
sadness,When my grandmother died of cancer.
surprise,"@Duerinck lekkerrr! Wij zijn ook al een heel eind, inclusief gedicht! Yeah. I love early birds :-) "
sadness,"Tendulkar evades his 100th 100, Federer cries with joy on clinching the Paris Masters and Vettel loses a chance to equal Schumacher "
joy,I feel a sleepless night coming. 
surprise,Husband sucks at gift purchasing. I make a list with 12 things on it. He asks me 5 questions about one item on the list. #not
